trip,tripSlug,photoId,location,date,alt,caption,description,Make,Model,LensModel,FocalLength,FocalLengthIn35mmFormat,FNumber,ExposureTime,ISO,ExposureProgram,MeteringMode,WhiteBalance,Flash,DateTimeOriginal,GPSLatitude,GPSLongitude,width,height,src
"bali-2026","bali-2026","bal26-126","Bali, Indonesia","2026-06-21","Bali street scene with two men, one on a scooter, observing vibrant green and pink kites hanging in front of a shop with an intricate owl mural.","Vibrant kites, street life's simple joys","A lively street scene in Bali, Indonesia captures two local men interacting with a vibrant kite display. One man rests on his white scooter, hands on hips, observing the colorful merchandise. Another stands, looking up at the large, handcrafted kites, including a striking green and pink design. Behind them, an intricate mural, possibly an owl, adorns the shop facade, adding cultural depth and artistic flair to this authentic moment of Balinese daily life.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","2500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:04:23","","","3231","4846","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/126-bali-indonesia-street-kite-shop-mural-scooter-scene"
"bali-2026","bali-2026","bal26-127","Blahkiuh, Bali, Indonesia","2026-06-21","Blahkiuh, Bali street food vendor selling grilled corn under a red umbrella, with customers and a man grilling on the sidewalk.","Blahkiuh · daily life's honest flavors","A vibrant street scene unfolds in Blahkiuh, Bali, capturing authentic daily life. Under a bright red umbrella, a vendor prepares grilled corn on a small charcoal stove. Customers gather, interacting with each other and the seller. The soft, even light of an overcast day illuminates the scene, highlighting local commerce and community. A nearby motorbike suggests urban rhythm, adding to the dynamic atmosphere of this Indonesian roadside encounter.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:05:12","","","3422","5133","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/127-bali-blahkiuh-street-food-vendor-grilled-corn-daily-life"
"bali-2026","bali-2026","bal26-128","Bali, Indonesia","2026-06-21","Young boy looks out from white pickup truck on a Bali street, with Indonesian warung sign and Hari Raya Kuningan banner.","A young boy's curious gaze","A young Indonesian boy peers curiously from a white pickup truck, his gaze fixed on something beyond the frame. The bustling Bali street scene unfolds under soft, diffuse daylight, revealing local commercial activity. Behind him, vibrant blue signs for ""PT. BPR TULUS"" and ""Warung Mek Tuadi"" alongside a traditional ""Hari Raya Kuningan"" banner provide rich cultural context. It captures an authentic, candid moment of island life.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:05:40","","","2778","4167","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/128-bali-boy-pickup-truck-street-local-life-indonesia"
"bali-2026","bali-2026","bal26-129","Bali, Indonesia","2026-06-21","Child on a Honda scooter holding a large black and white kite on a Balinese road, palm trees, blurred traditional statue in distance.","Childhood spirit, roadside adventures","A child on the back of a Honda scooter, holding a striking black and white kite, travels along a paved Balinese road. Lush tropical foliage and tall palm trees frame the serene background, with a blurred, ornate Hindu deity statue standing guard. Soft, diffused daylight illuminates this authentic scene of daily life and youthful spirit, capturing a moment of traditional transport and island culture in Indonesia.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","800","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:11:19","","","3428","5142","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/129-bali-scooter-child-kite-road-local-transport-indonesia"
"bali-2026","bali-2026","bal26-130","Bali, Indonesia","2026-06-21","Balinese KORPS SABHARA traffic police officer in uniform directing street activity, Bali, Indonesia, with lush foliage.","Guiding island rhythms","A Balinese KORPS SABHARA traffic officer commands the street, wearing a distinctive red, black, and white uniform. With a whistle poised in his mouth and his left hand extended, he actively directs vehicles, embodying order amidst the island's dynamic flow. Soft, diffused light illuminates the scene, highlighting the vibrant green foliage and a dark vehicle in the background, capturing a moment of essential daily life in Bali, Indonesia.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:13:39","","","3238","4857","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/130-bali-traffic-police-officer-directing-street-indonesia"
"bali-2026","bali-2026","bal26-131","Bali, Indonesia","2026-06-21","Young barefoot Balinese child stands thoughtfully at a bustling street clothing stall in Bali, colorful garments hang behind her.","Quiet moment, market heart","A young Balinese child stands barefoot on a worn concrete surface, her thoughtful gaze directed rightwards. She wears a cream and maroon t-shirt with shorts, holding onto a metal clothing rack. Behind her, a vibrant array of garments, including jeans, shirts, and sweaters, fills a bustling street stall. Soft ambient light illuminates the scene, capturing a quiet moment amidst the lively street ambiance of Bali, Indonesia.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","2000","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:14:30","","","2507","3761","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/131-balinese-child-street-market-clothing-stall-bali-indonesia"
"bali-2026","bali-2026","bal26-132","Bali, Indonesia","2026-06-21","Cool man in cap, red sunglasses on black Harley-Davidson motorcycle, hand gesture, Bali street scene, Indonesia urban portrait.","Rebel spirit, urban ride","A stylish man on a sleek black Harley-Davidson motorcycle commands the street in Bali, Indonesia. He sports a flat cap, striking red-tinted sunglasses, and a confident hand gesture. The urban backdrop features a blurred black SUV and humble corrugated roofs, typical of the island's bustling thoroughfares. Soft, natural light illuminates the scene, capturing a moment of cool, authentic street culture and a vibrant rider's spirit.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","2500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:15:53","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/132-bali-rider-harley-davidson-motorcycle-street-portrait"
"bali-2026","bali-2026","bal26-133","Bali, Indonesia","2026-06-21","Two Balinese children walk along a quiet street, boy with stick, girl with paper, past closed shops and a frangipani tree in Bali.","Innocent steps wander","Balinese children explore a quiet village street, bathed in soft, diffused light. A boy carries a white stick while a girl intently holds a piece of paper, their youthful steps tracing paths past closed storefronts. Traditional tiled roofs and an iconic Frangipani tree with delicate blossoms frame the scene. A parked scooter adds to the everyday urban fabric, capturing an authentic moment of childhood in Bali, Indonesia.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","800","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:16:50","","","3333","5000","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/133-balinese-children-street-daily-life-candid-indonesia"
"bali-2026","bali-2026","bal26-134","Bali, Indonesia","2026-06-21","Balinese person in vibrant red flower field with lush green rice paddies, tropical trees, and overcast sky in Bali, Indonesia.","Tranquil cultivation, vibrant tropical fields","A lone figure, wearing a hat, cultivates a field of vibrant red and white flowers in Bali, Indonesia. Lush, emerald-green rice paddies stretch towards dense tropical foliage, featuring towering palms and banana plants. Soft, overcast light illuminates the rich agricultural tapestry of the island, capturing diligent daily life amidst Bali's verdant beauty, a peaceful moment of rural industry.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:18:10","","","1926","2889","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/134-bali-indonesia-farmer-red-flower-field-rice-paddy"
"bali-2026","bali-2026","bal26-135","Bali, Indonesia","2026-06-21","Five Balinese men socializing at a street warung, some giving thumbs-up, with motorbikes and orange drinks under a tattered awning, Bali, Indonesia.","Camaraderie under a faded canopy","Five local men gather around a rustic wooden table, enjoying camaraderie under a worn, camouflage-patterned awning in Bali. Bottles of orange liquid and cigarette packs are scattered across the table, suggesting a casual hangout. Two scooters flank the scene, hinting at daily life transportation. A man in a cap offers a friendly thumbs-up, reflecting the relaxed street atmosphere. The closed metal shutter behind them adds to the authentic, everyday charm of an Indonesian street corner.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:18:34","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/135-bali-local-men-street-hangout-motorbikes-indonesia"
"bali-2026","bali-2026","bal26-136","Bali, Indonesia","2026-06-21","Balinese construction workers laying paving stones with temple shadow silhouettes on screen. Bali, Indonesia.","Labor beneath sacred shadows","Two Balinese men meticulously lay paving stones on a construction site, shaping the ground. One worker crouches, precisely placing square blocks, while the other stands nearby. Distinct shadows of traditional Balinese temple structures, including a multi-tiered meru, project onto a mesh screen in the background, hinting at the island's rich cultural heritage. The scene captures daily life, quiet industry, and the blend of development with spiritual reverence in Bali, Indonesia.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","800","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:18:58","","","2929","4393","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/136-bali-construction-workers-laying-pavers-temple-shadows"
"bali-2026","bali-2026","bal26-137","Bali, Indonesia","2026-06-21","Two Balinese farmers preparing irrigation equipment beside golden rice paddies and a water ditch in Bali, Indonesia.","Daily work in golden paddies","Golden rice fields stretch into the background, providing a warm natural canvas. In the foreground, a person meticulously connects irrigation pipes to a blue container, preparing for field work. Another individual tends to the crops nearby, illustrating the collaborative effort in Balinese agriculture. The scene captures the diligent daily rhythms of life, showcasing traditional farming practices amidst lush green borders and a structured concrete water channel.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","800","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:20:42","","","3607","5411","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/137-balinese-farmers-paddy-field-work-irrigation-bali"
"bali-2026","bali-2026","bal26-138","Bali, Indonesia","2026-06-21","Young Balinese boy on yellow bicycle, holding snack in mouth, traditional stone temple architecture background, Bali, Indonesia.","Childhood ride, simple joys","A young Balinese boy on a bright yellow bicycle pauses on an asphalt road. He wears a cheerful yellow sweatshirt and denim shorts, holding a plastic-wrapped snack in his mouth. Behind him, ancient moss-covered stone structures with intricate carvings, typical of Balinese temples or traditional architecture, rise with lush greenery. The soft daylight illuminates this candid street scene, capturing a moment of youthful energy in Bali, Indonesia.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","1250","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:22:55","","","3200","4800","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/138-balinese-boy-bicycle-snack-temple-bali-indonesia"
"bali-2026","bali-2026","bal26-139","Bali, Indonesia","2026-06-21","Elderly Balinese woman carries large water bottle balanced on head, walking rural street, house, lush plants, Bali, Indonesia.","Grace in daily ritual","An elderly Balinese woman walks a quiet village road, effortlessly balancing a large water bottle on her head. Her patterned sarong and shirt blend with the lush tropical foliage lining the street. Diffused daylight highlights her weathered features and the traditional practice of carrying heavy loads. Concrete walls and a tiled-roof house frame the everyday scene, evoking resilience and cultural grace in rural Bali, Indonesia.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","640","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:25:33","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/139-bali-woman-carrying-water-on-head-village-indonesia"
"bali-2026","bali-2026","bal26-140","Bali, Indonesia","2026-06-21","Balinese farmer in traditional hat harvesting rice in a golden-green field, lush jungle background, overcast Bali, Indonesia.","Timeless rhythm of the fields","A lone farmer, wearing a woven hat, meticulously harvests rice in a Balinese field. The landscape features contrasting textures, with cut golden stalks alongside vibrant green growth. Lush tropical jungle forms a dense backdrop under a soft, overcast sky, creating a serene, earthy palette. This captures a moment of traditional agricultural life, showcasing the enduring connection between people and the land in rural Bali.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","320","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 10:26:50","","","1779","2669","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/140-bali-traditional-farmer-rice-field-harvest-indonesia"
